"WY" "source" "system.index" "image_date" "mean" "median" "std" "variance" "date" "meadow" "DOY" "DOWY" "WYTYPE"
"11" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840711" 1119840711 4.58352e+11 0.203367951749401 0.228860333561897 0.132910597643018 0.0176652269658244 "19840711" "BullCreek" 193 285 "AN"
"12" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840812" 1119840812 461116800000 NA NA NA NA "19840812" "Shorthair" 225 317 "AN"
"13" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840913" 1119840913 463881600000 NA NA NA NA "19840913" "Shorthair" 257 349 "AN"
"14" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840913" 1119840913 463881600000 NA NA NA NA "19840913" "BullCreek" 257 349 "AN"
"15" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840508" 1119840508 452822400000 0.106632730315248 0.107921652495861 0.0378225299767493 0.0014305437738421 "19840508" "Shorthair" 129 221 "AN"
"16" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840812" 1119840812 461116800000 NA NA NA NA "19840812" "HerringCreek" 225 317 "AN"
"17" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840913" 1119840913 463881600000 0.13193951201696 0.0797406186660131 0.150251424148309 0.022575490458595 "19840913" "HerringCreek" 257 349 "AN"
"18" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840406" 1119840406 450057600000 0.354316598482621 0.353810479243596 0.00768671777638493 5.90856301737921e-05 "19840406" "Shorthair" 97 189 "AN"
"19" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840609" 1119840609 455587200000 0.172710759364642 0.154837968945503 0.106214000164124 0.0112814138308646 "19840609" "Shorthair" 161 253 "AN"
"20" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840711" 1119840711 4.58352e+11 0.123430569063968 0.125942140817642 0.0673555211386357 0.0045367662278572 "19840711" "Shorthair" 193 285 "AN"
"21" 1984 "LANDSAT/LT5_L1T_32DAY_NDWI/19840305" 1119840305 447292800000 NA NA NA NA "19840305" "Shorthair" 65 157 "AN"
"22" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841015" 1119841015 466646400000 0.40213796835054 0.389629185199738 0.154984727660622 0.0240202658080371 "19841015" "BullCreek" 289 15 "D"
"23" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850202" 1119850202 476150400000 NA NA NA NA "19850202" "BullCreek" 33 125 "D"
"24" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841116" 1119841116 469411200000 0.75948403856971 0.758724093437195 0.0471100388642025 0.00221935576178667 "19841116" "BullCreek" 321 47 "D"
"25" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841218" 1119841218 4.72176e+11 0.814691662788391 0.808513641357422 0.0490124465585965 0.00240221991765927 "19841218" "BullCreek" 353 79 "D"
"26" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850101" 1119850101 473385600000 0.791535933451219 0.79186600446701 0.0321237822155776 0.00103193738383386 "19850101" "BullCreek" 1 93 "D"
"27" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850712" 1119850712 489974400000 0.137282458506525 0.142427414655685 0.118610732609472 0.0140685058901556 "19850712" "BullCreek" 193 285 "D"
"28" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850813" 1119850813 492739200000 0.763114698366685 0.777842462062836 0.0518678421626924 0.00269027305061397 "19850813" "BullCreek" 225 317 "D"
"29" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850306" 1119850306 478915200000 0.851080488651357 0.860310077667236 0.0249784905483181 0.000623924990072417 "19850306" "HerringCreek" 65 157 "D"
"30" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850610" 1119850610 487209600000 NA NA NA NA "19850610" "BullCreek" 161 253 "D"
"31" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850509" 1119850509 484444800000 0.864995224875693 0.912933096289635 0.103646066907912 0.0107425071854794 "19850509" "HerringCreek" 129 221 "D"
"32" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850610" 1119850610 487209600000 0.272042318391874 0.259691953659058 0.104576819472932 0.0109363111710742 "19850610" "HerringCreek" 161 253 "D"
"33" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850712" 1119850712 489974400000 0.202957485183518 0.184337072074413 0.111591044032713 0.0124525611083108 "19850712" "HerringCreek" 193 285 "D"
"34" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850407" 1119850407 4.8168e+11 NA NA NA NA "19850407" "HerringCreek" 97 189 "D"
"35" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841015" 1119841015 466646400000 0.657246847700628 0.663345336914062 0.0332774658610853 0.0011073897341357 "19841015" "HerringCreek" 289 15 "D"
"36" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841116" 1119841116 469411200000 NA NA NA NA "19841116" "HerringCreek" 321 47 "D"
"37" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850101" 1119850101 473385600000 0.887847288424924 0.903356502453486 0.0435344267243583 0.00189524631021852 "19850101" "HerringCreek" 1 93 "D"
"38" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850202" 1119850202 476150400000 NA NA NA NA "19850202" "HerringCreek" 33 125 "D"
"39" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850509" 1119850509 484444800000 0.18715896809643 0.213082611560822 0.138927793143692 0.0193009317077765 "19850509" "BullCreek" 129 221 "D"
"40" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841218" 1119841218 4.72176e+11 0.784535865905957 0.789565086364746 0.0300522758878062 0.00090313928603682 "19841218" "Shorthair" 353 79 "D"
"41" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850202" 1119850202 476150400000 NA NA NA NA "19850202" "Shorthair" 33 125 "D"
"42" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850914" 1119850914 4.95504e+11 0.105266477074474 0.133010849356651 0.119111039980988 0.0141874398453525 "19850914" "BullCreek" 257 349 "D"
"43" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841116" 1119841116 469411200000 0.747895894600795 0.754678686459859 0.040030826386166 0.00160246706115937 "19841116" "Shorthair" 321 47 "D"
"44" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850914" 1119850914 4.95504e+11 -0.0614007073078559 -0.095772242971829 0.124198174161882 0.0154251864651451 "19850914" "HerringCreek" 257 349 "D"
"45" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850306" 1119850306 478915200000 0.918776382099498 0.922903954982758 0.0271813589615376 0.000738826274995962 "19850306" "BullCreek" 65 157 "D"
"46" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850306" 1119850306 478915200000 0.928593217715239 0.939988200481121 0.0267642597143615 0.000716325598057793 "19850306" "Shorthair" 65 157 "D"
"47" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850813" 1119850813 492739200000 0.137509343220118 0.12554779946804 0.0933212891544293 0.00870886300944461 "19850813" "HerringCreek" 225 317 "D"
"48" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850407" 1119850407 4.8168e+11 0.653749035719113 0.665309846401215 0.0666544765198672 0.00444281924013752 "19850407" "Shorthair" 97 189 "D"
"49" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850509" 1119850509 484444800000 -0.00972290243834066 -0.0231678579002619 0.0839087852785593 0.00704068424692337 "19850509" "Shorthair" 129 221 "D"
"50" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841218" 1119841218 4.72176e+11 NA NA NA NA "19841218" "HerringCreek" 353 79 "D"
"51" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850914" 1119850914 4.95504e+11 -0.101354206877593 -0.117662144203981 0.0713215192078419 0.00508675910211456 "19850914" "Shorthair" 257 349 "D"
"52" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850813" 1119850813 492739200000 0.80236770098026 0.803620052337646 0.0591103726902426 0.00349403615957938 "19850813" "Shorthair" 225 317 "D"
"53" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850407" 1119850407 4.8168e+11 0.364543357626958 0.365155428647995 0.127979412810558 0.0163787301033352 "19850407" "BullCreek" 97 189 "D"
"54" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850101" 1119850101 473385600000 0.728700972214723 0.731818959116936 0.0237872643660957 0.000565833946022528 "19850101" "Shorthair" 1 93 "D"
"55" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19841015" 1119841015 466646400000 0.84850325737244 0.85800901055336 0.0546069970533661 0.00298192412718634 "19841015" "Shorthair" 289 15 "D"
"56" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850610" 1119850610 487209600000 NA NA NA NA "19850610" "Shorthair" 161 253 "D"
"57" 1985 "LANDSAT/LT5_L1T_32DAY_NDWI/19850712" 1119850712 489974400000 0.0767546653055037 0.0792665779590607 0.06248767570776 0.00390470961535818 "19850712" "Shorthair" 193 285 "D"
"58" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851219" 1119851219 503798400000 0.902522336214017 0.913750191529592 0.0404996133437547 0.00164021868099364 "19851219" "Shorthair" 353 79 "W"
"59" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860101" 1119860101 504921600000 0.902522336214017 0.913750191529592 0.0404996133437547 0.00164021868099364 "19860101" "Shorthair" 1 93 "W"
"60" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851117" 1119851117 501033600000 0.572751888556358 0.575648069381714 0.0233159837614848 0.000543635098765823 "19851117" "Shorthair" 321 47 "W"
"61" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860306" 1119860306 510451200000 0.910001958008879 0.920350750287374 0.037885675280856 0.00143532439148646 "19860306" "HerringCreek" 65 157 "W"
"62" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860407" 1119860407 5.13216e+11 0.468700000773305 0.471384614706039 0.012683714774354 0.000160876620477166 "19860407" "HerringCreek" 97 189 "W"
"63" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860509" 1119860509 515980800000 0.902793462459858 0.919579446315765 0.0390756600302556 0.00152690720680011 "19860509" "Shorthair" 129 221 "W"
"64" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860712" 1119860712 521510400000 0.325100106667288 0.324088156223297 0.131627928863538 0.0173259116569047 "19860712" "HerringCreek" 193 285 "W"
"65" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860813" 1119860813 524275200000 0.108881990305258 0.111784677952528 0.0862525601887466 0.00743950413911335 "19860813" "HerringCreek" 225 317 "W"
"66" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860712" 1119860712 521510400000 0.202291275510056 0.231523409485817 0.128228365059469 0.0164425136058245 "19860712" "BullCreek" 193 285 "W"
"67" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860813" 1119860813 524275200000 0.209015991995958 0.242494493722916 0.11646703724283 0.0135645707641227 "19860813" "BullCreek" 225 317 "W"
"68" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860509" 1119860509 515980800000 0.908438759190696 0.932898789644241 0.0576553445810253 0.00332413875875677 "19860509" "HerringCreek" 129 221 "W"
"69" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851016" 1119851016 498268800000 0.802454369496077 0.813160870756422 0.0354196778466543 0.00125455357876077 "19851016" "Shorthair" 289 15 "W"
"70" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860306" 1119860306 510451200000 0.831795935447399 0.8393315076828 0.0262700793410738 0.000690117068586314 "19860306" "Shorthair" 65 157 "W"
"71" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860407" 1119860407 5.13216e+11 0.704896728426982 0.768427574634552 0.145418087541176 0.0211464201841332 "19860407" "Shorthair" 97 189 "W"
"72" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860914" 1119860914 5.2704e+11 0.0466443208029627 0.00974318291991949 0.133761693913924 0.0178921907587222 "19860914" "HerringCreek" 257 349 "W"
"73" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860202" 1119860202 507686400000 0.504117993513743 0.502437591552734 0.0052017317836807 2.7058013549354e-05 "19860202" "Shorthair" 33 125 "W"
"74" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860712" 1119860712 521510400000 0.173065823641343 0.169078979641199 0.0700081354223294 0.00490113902531122 "19860712" "Shorthair" 193 285 "W"
"75" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860813" 1119860813 524275200000 0.151197598344431 0.150586739182472 0.0674949457568863 0.00455556770272503 "19860813" "Shorthair" 225 317 "W"
"76" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860914" 1119860914 5.2704e+11 0.627446972024746 0.647082964579264 0.159045420763836 0.0252954458659456 "19860914" "Shorthair" 257 349 "W"
"77" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860610" 1119860610 518745600000 0.340812579637919 0.341303914785385 0.00556956795446688 3.10200871994244e-05 "19860610" "Shorthair" 161 253 "W"
"78" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860610" 1119860610 518745600000 0.367634146863764 0.366706848144531 0.00981684881344613 9.63705206260586e-05 "19860610" "BullCreek" 161 253 "W"
"79" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851219" 1119851219 503798400000 0.617478964306553 0.629258235295614 0.0457264487648795 0.00209090811664715 "19851219" "HerringCreek" 353 79 "W"
"80" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860101" 1119860101 504921600000 0.810705731003921 0.821771711111069 0.0394607046909421 0.00155714721470574 "19860101" "HerringCreek" 1 93 "W"
"81" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860202" 1119860202 507686400000 0.890847129851395 0.910678648948669 0.0458373260026853 0.00210106045507645 "19860202" "HerringCreek" 33 125 "W"
"82" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860610" 1119860610 518745600000 0.286343463042878 0.290032774209976 0.104661418298708 0.0109540124802971 "19860610" "HerringCreek" 161 253 "W"
"83" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851016" 1119851016 498268800000 0.864652011611245 0.875414967536926 0.0318529311391744 0.00101460922215699 "19851016" "BullCreek" 289 15 "W"
"84" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851117" 1119851117 501033600000 0.572146342017434 0.571822345256805 0.0275538728083519 0.000759215906738833 "19851117" "BullCreek" 321 47 "W"
"85" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860306" 1119860306 510451200000 0.592245551672849 0.591336905956268 0.0239180955025628 0.000572075292469714 "19860306" "BullCreek" 65 157 "W"
"86" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851219" 1119851219 503798400000 0.857391536235809 0.866279661655426 0.0502441630203506 0.00252447591761557 "19851219" "BullCreek" 353 79 "W"
"87" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860101" 1119860101 504921600000 0.857391536235809 0.866279661655426 0.0502441630203506 0.00252447591761557 "19860101" "BullCreek" 1 93 "W"
"88" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860202" 1119860202 507686400000 0.439880377596075 0.441949009895325 0.0046241500548916 2.1382763730154e-05 "19860202" "BullCreek" 33 125 "W"
"89" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851016" 1119851016 498268800000 0.503259852621126 0.486101910471916 0.129658844535912 0.0168114159663877 "19851016" "HerringCreek" 289 15 "W"
"90" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19851117" 1119851117 501033600000 0.720821345074577 0.723867166042328 0.042408675805777 0.0017984957835995 "19851117" "HerringCreek" 321 47 "W"
"91" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860914" 1119860914 5.2704e+11 0.313181542672894 0.30850476026535 0.0926861204899046 0.00859071693146912 "19860914" "BullCreek" 257 349 "W"
"92" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860407" 1119860407 5.13216e+11 0.76260485865853 0.766196966171265 0.0557038610483666 0.00310292013569573 "19860407" "BullCreek" 97 189 "W"
"93" 1986 "LANDSAT/LT5_L1T_32DAY_NDWI/19860509" 1119860509 515980800000 0.195178759131919 0.234915122389793 0.131905491357899 0.0173990586503689 "19860509" "BullCreek" 129 221 "W"
"94" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870914" 1119870914 5.58576e+11 -0.0291400931237601 -0.072422381490469 0.104932416782182 0.0110108120917495 "19870914" "HerringCreek" 257 349 "C"
"95" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870813" 1119870813 555811200000 0.109780703586611 0.12482225894928 0.0830426129317078 0.00689607556252545 "19870813" "BullCreek" 225 317 "C"
"96" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870407" 1119870407 5.44752e+11 0.853206721151838 0.897404054800669 0.111356222325771 0.0124002082506666 "19870407" "HerringCreek" 97 189 "C"
"97" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870306" 1119870306 541987200000 0.859201336518312 0.865773320198059 0.0245306657507991 0.000601753562177429 "19870306" "Shorthair" 65 157 "C"
"98" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870407" 1119870407 5.44752e+11 0.289837862895085 0.215984443823496 0.198049705018931 0.0392236856580856 "19870407" "Shorthair" 97 189 "C"
"99" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870101" 1119870101 536457600000 0.810212790049039 0.819416735853468 0.0337271201140803 0.0011375186311896 "19870101" "Shorthair" 1 93 "C"
"100" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870914" 1119870914 5.58576e+11 0.0777449649970301 0.0856324285268784 0.0851251920932115 0.00724629832890616 "19870914" "BullCreek" 257 349 "C"
"101" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870306" 1119870306 541987200000 0.892500259659507 0.903433799743652 0.0277353318498914 0.000769248632823602 "19870306" "BullCreek" 65 157 "C"
"102" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870407" 1119870407 5.44752e+11 0.169086052913388 0.138796299695969 0.169693536428797 0.0287958963057116 "19870407" "BullCreek" 97 189 "C"
"103" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870101" 1119870101 536457600000 0.865922503037886 0.866378426551819 0.0408509186533047 0.00166879755481892 "19870101" "BullCreek" 1 93 "C"
"104" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870202" 1119870202 539222400000 0.879065678336404 0.894252359867096 0.0451769604075293 0.00204095775166347 "19870202" "BullCreek" 33 125 "C"
"105" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870712" 1119870712 553046400000 0.150577263110741 0.168867439031601 0.0951008656379685 0.00904417464509094 "19870712" "BullCreek" 193 285 "C"
"106" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870306" 1119870306 541987200000 0.91346388907166 0.927337620939527 0.0358895206184159 0.0012880576902197 "19870306" "HerringCreek" 65 157 "C"
"107" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861117" 1119861117 532569600000 NA NA NA NA "19861117" "Shorthair" 321 47 "C"
"108" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870509" 1119870509 547516800000 0.158124798041138 0.151022151112556 0.0524356173368572 0.00274949396549732 "19870509" "HerringCreek" 129 221 "C"
"109" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870202" 1119870202 539222400000 0.846719612219395 0.856718599796295 0.0440064828156528 0.00193657052980434 "19870202" "Shorthair" 33 125 "C"
"110" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870712" 1119870712 553046400000 0.0919307673296469 0.0834257900714874 0.0827520814624171 0.00684790698636251 "19870712" "HerringCreek" 193 285 "C"
"111" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870813" 1119870813 555811200000 0.0320114859181705 0.0130713926628232 0.0805716526670492 0.00649179121349961 "19870813" "HerringCreek" 225 317 "C"
"112" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861219" 1119861219 535334400000 0.199660530686378 0.197738140821457 0.00817248732755226 6.67895491190022e-05 "19861219" "BullCreek" 353 79 "C"
"113" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870610" 1119870610 550281600000 0.201413526792418 0.234020665287971 0.116802052362706 0.0136427194361403 "19870610" "BullCreek" 161 253 "C"
"114" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870509" 1119870509 547516800000 0.0602762756212495 0.0598985888063908 0.0622989900640379 0.0038811641629991 "19870509" "Shorthair" 129 221 "C"
"115" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861016" 1119861016 529804800000 0.0108141203212801 -0.0401407089084387 0.125955852186549 0.0158648767000398 "19861016" "HerringCreek" 289 15 "C"
"116" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870509" 1119870509 547516800000 0.241112519123337 0.242074221372604 0.0161867368428052 0.000262010449618226 "19870509" "BullCreek" 129 221 "C"
"117" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861219" 1119861219 535334400000 0.273987969526878 0.273101150989532 0.0163721273340216 0.000268046553441418 "19861219" "Shorthair" 353 79 "C"
"118" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870202" 1119870202 539222400000 0.827465190280298 0.836388250192006 0.0356502430115267 0.00127093982678091 "19870202" "HerringCreek" 33 125 "C"
"119" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861016" 1119861016 529804800000 -0.085756265040105 -0.112332284450531 0.0826314369327479 0.00682795436957069 "19861016" "Shorthair" 289 15 "C"
"120" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861016" 1119861016 529804800000 0.185709452728572 0.178761020302773 0.124721692453014 0.0155555005683441 "19861016" "BullCreek" 289 15 "C"
"121" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861117" 1119861117 532569600000 NA NA NA NA "19861117" "BullCreek" 321 47 "C"
"122" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861219" 1119861219 535334400000 0.830619438094382 0.840219338734945 0.0422505687216212 0.00178511055730044 "19861219" "HerringCreek" 353 79 "C"
"123" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870610" 1119870610 550281600000 0.294351952925602 0.284350842237473 0.127335179807604 0.0162142480166348 "19870610" "HerringCreek" 161 253 "C"
"124" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870914" 1119870914 5.58576e+11 -0.0984586350572033 -0.106064635515213 0.0675995115124753 0.00456969395672528 "19870914" "Shorthair" 257 349 "C"
"125" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19861117" 1119861117 532569600000 0.755005688030527 0.784223675727844 0.0756710771523878 0.00572611191740263 "19861117" "HerringCreek" 321 47 "C"
"126" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870610" 1119870610 550281600000 0.047278384396281 0.0540768258273602 0.0610226204829134 0.00372376021060169 "19870610" "Shorthair" 161 253 "C"
"127" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870101" 1119870101 536457600000 0.830619438094382 0.840219338734945 0.0422505687216212 0.00178511055730044 "19870101" "HerringCreek" 1 93 "C"
"128" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870813" 1119870813 555811200000 0.195933994736809 0.221997807068484 0.22477006067743 0.0505215801769354 "19870813" "Shorthair" 225 317 "C"
"129" 1987 "LANDSAT/LT5_L1T_32DAY_NDWI/19870712" 1119870712 553046400000 0.0373149952887056 0.033930653706193 0.0677273405815029 0.00458699266224289 "19870712" "Shorthair" 193 285 "C"
"130" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880406" 1119880406 5.76288e+11 0.769242852384394 0.781799852848053 0.0888694472410076 0.00789777865292223 "19880406" "BullCreek" 97 189 "C"
"131" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880913" 1119880913 5.90112e+11 0.0733443594086476 0.0724812597036362 0.0218897709481143 0.000479162072160909 "19880913" "HerringCreek" 257 349 "C"
"132" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880812" 1119880812 587347200000 -0.00696743974499751 -0.0181665796786547 0.0851741360647886 0.00725463345438313 "19880812" "HerringCreek" 225 317 "C"
"133" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19871016" 1119871016 561340800000 0.126201283178208 0.12831749022007 0.0725409647120086 0.00526219156134888 "19871016" "BullCreek" 289 15 "C"
"134" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19871117" 1119871117 564105600000 NA NA NA NA "19871117" "HerringCreek" 321 47 "C"
"135" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880508" 1119880508 579052800000 0.536591438813643 0.543682754039764 0.116180490353791 0.0134979063388472 "19880508" "BullCreek" 129 221 "C"
"136" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880609" 1119880609 581817600000 0.248894179627215 0.281180590391159 0.139773213618794 0.0195365512453249 "19880609" "BullCreek" 161 253 "C"
"137" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19880202" 1119880202 570758400000 NA NA NA NA "19880202" "BullCreek" 33 125 "C"
"138" 1988 "LANDSAT/LT5_L1T_32DAY_NDWI/19871117" 1119871117 564105600000 NA NA NA NA "19871117" "BullCreek" 321 47 "C"
